embedding_index,document_id,document_preview
422,doc_422,[4] https://guiadoestudante.blumenau.ufsc.br/valid
423,doc_423,"Sala A004 - Sede Acadêmica - bloco A
5 - Faltas
Nã"
424,doc_424,"6 - Validação de Disciplinas
De acordo com a Resol"
425,doc_425,"avaliação da validação.
No caso de disciplinas do "
426,doc_426,disciplinas “coringa” (sem ementa) para fazer a va
427,doc_427,"Currículo Engenharia Elétrica UFSC/Florianópolis
h"
428,doc_428,"9 - Funcionamento Secretarias de
Curso
Prezados e "
429,doc_429,"duas servidores, a fim de dar agilidade as demanda"
430,doc_430,"email secretariadecurso.bnu@contato.ufsc.br
Também"
431,doc_431,"AACCs serão feitos através do PAI.
Seguimos à disp"
432,doc_432,"Nome,Email,Telefone,Localização,Cargo
Claudia Merl"
433,doc_433,"Johnny de Nardi Martins,johnny.martins@ufsc.br,""(4"
434,doc_434,"Leonardo Ulian Lopes,leonardo.ulian@ufsc.br,""(48) "
435,doc_435,"Wanderson Santana da Silva,w.santana@ufsc.br,""(48)"
436,doc_436,"Cíntia Rosa da Silva,cintia.r@ufsc.br,""(48) 3721-3"
437,doc_437,"Edilaine Aparecida Vieira,edilaine.vieira@ufsc.br,"
438,doc_438,"Nome,Email,Telefone,Localização,Cargo
Fernando Fuz"
439,doc_439,"Guilherme Wagner,guilherme.w@ufsc.br,""(48) 3721-33"
440,doc_440,"José Wilmo da Cruz Junior,jose.w.cruz@ufsc.br,""(48"
441,doc_441,"Lidiane Meier,lidiane.meier@ufsc.br,""(48) 3721-337"
442,doc_442,"Nara Rubiano da Silva,nara.rubiano@ufsc.br,""(48) 3"
443,doc_443,"Dúvida: Carga Horária em Disciplinas Optativas

Pe"
444,doc_444,O sistema contém disciplinas do currículo da ECA d
445,doc_445,"Vida Acadêmica – Acesso Wireless
Para acessar as r"
446,doc_446,"Abra o link que foi enviado para o seu e-mail;
Mon"
447,doc_447,"Clique em “Acesso a Rede” > “Wireless”
Habilite o "
448,doc_448,"Programas e Benefícios – Informações
gerais
A UFSC"
449,doc_449,curso de graduação presencial da UFSC Blumenau. Os
450,doc_450,anexação da documentação especificada no edital de
451,doc_451,editais e o ranqueamento a partir da renda per cap
452,doc_452,"07/08/2024, 10:10
Núcleo de Assistência Estudantil"
453,doc_453,Programa Institucional de Iniciação Científica e T
454,doc_454,"de Bolsas de Iniciação Científica (PIBIC/CNPq), do"
455,doc_455,Institucional de Iniciação Científica e Tecnológic
456,doc_456,vestibular e/ou que fazem parte de grupos discrimi
457,doc_457,I – tenham cursado integralmente o ensino médio em
458,doc_458,"IV – pertença às comunidades Quilombolas. 
 
A Res"
459,doc_459,"2. Período de Inscrição 
2.1. Das 10h00 do dia 23 "
460,doc_460,"mensais). 
4.2. O pagamento será efetuado diretame"
461,doc_461,estudantes de graduação integrados na pesquisa cie
462,doc_462,"UFSC. 
5.2. Reduzir as desigualdades e segregações"
463,doc_463,"inovadora das empresas no País; 
5.6. Contribuir p"
464,doc_464,6.1.4. Possuir perfil na plataforma Google Citaçõe
465,doc_465,"final aprovado com nota igual ou superior a 6,0. 
"
466,doc_466,vigência da bolsa (vide item 3). Neste caso é nece
467,doc_467,vigência da bolsa (vide item 3). Neste caso é nece
468,doc_468,"Doutoral, englobe, ou possa vir a ser prorrogado p"
469,doc_469,"Apresentações do SIC, sem justificativa.  
b) O(A)"
470,doc_470,d) O(A) proponente que não apresentar documentação
471,doc_471,6.2.3. Ter o cadastro atualizado no Formulário IC 
472,doc_472,"pela Resolução Normativa nº 181/2023/CUn, de 8 de "
473,doc_473,"6.2.5. Alunas mães com filhos de 0 a 6 anos. 
6.2."
474,doc_474,"atualização é importante, ao final da edição, clic"
475,doc_475,6.2.9. Dedicar-se às atividades acadêmicas e de pe
476,doc_476,outros Programas do CNPq ou de quaisquer agências 
477,doc_477,"científica. 
6.2.13. No caso de estágio, conforme "
478,doc_478,6.2.14. Ter bom desempenho acadêmico. Com exceção 
479,doc_479,no período de vigência da bolsa (vide item 3) por 
480,doc_480,"b) Plano de Atividades para o(a) bolsista, com tít"
481,doc_481,"e financeira. Poderá ser parte de: 
a) um projeto "
482,doc_482,"inferiores a 2,5 cm, fonte com tamanho não inferio"
483,doc_483,"f) Metodologia; 
g) Resultados esperados; 
h) Exeq"
484,doc_484,"do professor proponente, nos termos da Resolução N"
485,doc_485,nome do coordenador do projeto formalmente registr
486,doc_486,apresentar (juntamente com o Termo de Outorga) as 
487,doc_487,b) Aprovação junto à “Comissão de Ética no Uso de 
488,doc_488,"da UFSC (CIBio)"" ou fornecido pela ""Comissão Técni"
489,doc_489,"Formulário IC Online, contendo: 
a) Título do Plan"
490,doc_490,"IC Online, dentro do período de inscrição (vide it"
491,doc_491,do(a) bolsista) de uma Proposta já enviada. Tampou
492,doc_492,"dos caminhos:  
a) Submeter separadamente dois Pro"
493,doc_493,"seja contemplada, será apoiada aquela que apresent"
494,doc_494,"Universitária através de Portaria própria, dentro "
495,doc_495,d) Elaborar e entregar relatório referente às ativ
496,doc_496,realizada apenas uma reavaliação de relatório corr
497,doc_497,b) Não atendimento a todos os itens dos requisitos
498,doc_498, Ausência não justificada do(a) bolsista do ciclo
499,doc_499,d) Caso seja constatado indício de inautenticidade
500,doc_500,a) Quantidade e qualidade da sua produção científi
501,doc_501,"até a data de término do processo de inscrição; 
d"
502,doc_502,"do período de inscrições, receberão pontuação adic"
503,doc_503,"multiplicada por 1,2. 
7.2.6. Somente serão consid"
504,doc_504,"separadamente, em local próprio do formulário); 
"
505,doc_505,"a avaliação da proposta.  
b) Qualidade do Plano d"
506,doc_506,"local específico da Proposta, no Formulário IC Onl"
507,doc_507,7.2.8. Para a avaliação será gerada planilha com a
508,doc_508,"7.3. Da distribuição das bolsas 
7.3.1. As bolsas "
509,doc_509,"Graduação da UFSC.  
7.3.2. As bolsas da contrapar"
510,doc_510,"de pós-graduação da UFSC. 
7.3.4. O número de bols"
511,doc_511,por ordem de classificação dentro dos critérios el
512,doc_512,3º - Proponentes mulheres que solicitaram bolsas d
513,doc_513,7.3.8. A lista dos percentuais de mulheres e homen
514,doc_514,"superior a 6,0 tiverem uma primeira solicitação co"
515,doc_515,"7.3.11. Somente após a aprovação da Proposta, cabe"
516,doc_516,"estudante com perfil mencionado no item 6.2.4. 
7."
517,doc_517,"Propesq, para o e-mail piict@contato.ufsc.br. 
7.3"
518,doc_518,"15 dias. 
 
8. Divulgação dos resultados 
8.1. A d"
519,doc_519,"reconsideração, em campo específico no Formulário "
520,doc_520,9.4. O resultado final após a análise dos pedidos 
521,doc_521,10.1.4. Se a indicação for direcionada às ações af
522,doc_522,"outorga após a indicação de estudante. Por isso, o"
523,doc_523,"a) ignorar o termo gerado automaticamente; 
b) agu"
524,doc_524,inscrição e apresentação do trabalho final no Semi
525,doc_525,"com a UFSC; 
10.1.11. Em casos devidamente circuns"
526,doc_526,"10.1.12. O(a) orientador(a) poderá, com justificat"
527,doc_527,passará a integrar o programa no mês subsequente a
528,doc_528,"vigência da bolsa. Nesses casos, é possível apenas"
529,doc_529,"premiação oferecida pelo CNPq anualmente. 
10.1.14"
530,doc_530,"PIBIC-Af, BIPI ou PIBITI.  
10.1.15. O(A) orientad"
531,doc_531,10.1.16. Manter atualizados seus dados cadastrais 
532,doc_532,"de saída da instituição. 
 
10.2. Do(a) bolsista 
"
533,doc_533,em resposta ao e-mail proveniente do CNPq. O descu
534,doc_534,"Microsoft, como os domínios “hotmail.com”, “live.c"
535,doc_535,a) um Relatório Final ou Parcial (se pertinente) d
536,doc_536,durante o período em que esteve no Programa e apre
537,doc_537,"f) CONCLUSÕES 
g) REFERÊNCIAS 
10.2.8. O Relatório"
538,doc_538,estudante em relação aos benefícios da IC no seu a
539,doc_539,apresentar o Relatório Final das atividades desenv
540,doc_540,"Unidades e/ou pela Coordenadoria PIICT; 
10.2.13. "
541,doc_541,10.2.14. Fazer referência à sua condição de bolsis
542,doc_542,11.3. A Coordenadoria PIICT não enviará comunicaçõ
543,doc_543,"UFSC; 
11.5. A aprovação final das bolsas concedid"
544,doc_544,cumprir os compromissos previstos neste edital e a
545,doc_545,ou documentos adicionais que julgarem necessários;
546,doc_546,"Término 
Lançamento de edital 
19/04/2024 
- 
Subm"
547,doc_547,"05/07/2024 
09/07/2024 
2º período para análise do"
548,doc_548,"Entre dia 20 e último do mês 
Prazo para entrega d"
549,doc_549,"A definir 
Prazo para avaliação dos vídeos e resum"
550,doc_550,"A definir 
 
Ciclo 2023/2024 
Período de inscrição"
551,doc_551,"15/10/2024 
Seminários nas Unidades / Seleção dos "
552,doc_552,"XXXXXXXXXXXXXX (Matrícula XXXXXXXXXXXX), previsto "
553,doc_553,"UNIVERSIDADE FEDERAL DE SANTA CATARINA
PRÓ-REITORI"
554,doc_554,"Rua João Pessoa, 2514 - Bairro Velha
CEP 89036-004"
555,doc_555,"CAMPUS BLUMENAU
Diretor Geral: João Luiz Martins
V"
556,doc_556,"6
1.3 Habilitação: Engenheiro de Controle e Automa"
557,doc_557,"14
5. ABSORÇÃO NO MERCADO DE TRABALHO
15
5.1 CAMPO"
558,doc_558,"22
6.3 Matriz Curricular
24
6.4 Composição da carg"
559,doc_559,"39
ANEXO I: EMENTAS DAS DISCIPLINAS DO CURSO
40
AN"
560,doc_560,"122
8. Resolução 017/CUn/97 - Capítulo IV: Do Rend"
561,doc_561,"Vagas: 100/ano (50/semestre).
1.2
Criação do Curso"
562,doc_562,foi o primeiro curso desta orientação a ser criado
563,doc_563,"aditamento às determinações da Res. 48/CFE/76:
“Ar"
564,doc_564,"na resolução 427/CONFEA/99 (ver Anexo II, Instrume"
565,doc_565,"serviços afins e correlatos.”
1.4
Referência aos a"
566,doc_566,"Engenharia;
●
Resolução No 218/CONFEA/73, do Conse"
567,doc_567,de dez por cento do total de carga horária exigido
568,doc_568,"Cabe ainda ressaltar, pela importância histórica e"
569,doc_569,engenheiros formados tem sido entendido como condi
570,doc_570,necessidade brasileira de ampliação da infraestrut
571,doc_571,"social,
a
formação
de
engenheiros
deverá
incluir,
"
572,doc_572,"desenvolvimento, para o qual mais investimento em "
573,doc_573,seria suficiente para o melhor atendimento daquela
574,doc_574,"Nesse
sentido,
tão
importante
quanto
o
atendimento"
575,doc_575,"necessariamente por compreender que os problemas, "
576,doc_576,chaves na formação de engenheiros. Também o são as
577,doc_577,"rurais, prefeituras, ONGs, microempresas, médias e"
578,doc_578,"conteúdos definidos e pré-estabelecidos, mas també"
579,doc_579,demandas da sociedade. Que trabalhe com modelos de
580,doc_580,de dominar todas as etapas do desenvolvimento de s
581,doc_581,"sociais, tecnológicas e econômicas cada vez mais r"
582,doc_582,"●
conviver com o risco, enfrentar desafios;
●
atua"
583,doc_583,"participam: professores, técnico-administrativos e"
584,doc_584,"definem-se, em torno do Eixo de Desenvolvimento Re"
585,doc_585,pois estas devem preparar o futuro engenheiro para
586,doc_586,desenvolvida em conjunto com os demais cursos de e
587,doc_587,"realizar um estágio de curta duração, sob supervis"
588,doc_588,"coloca como a região mais rica do Estado, segundo "
589,doc_589,"indústria de transformação, que segundo dados de 2"
590,doc_590,"três cursos de engenharia e duas licenciaturas, o "
591,doc_591,Articuladas com essas três engenharias estão as li
592,doc_592,Humanas e Biológicas. O sentido de inclusão social
593,doc_593,"de uma proposta diferenciada.
EIXO 1 - FORMAÇÃO TE"
594,doc_594,"interação social, incentivar as relações de cooper"
595,doc_595,"11
do Vale do Itajaí. A integração dos currículos "
596,doc_596,"automação da atividade industrial, resultando na m"
597,doc_597,necessidades em termos de uma mão de obra especial
598,doc_598,"importante campo de atuação do egresso, que também"
599,doc_599,população da região. Cumpre ressaltar que o curso 
600,doc_600,"12
4. PERFIL DO PROFISSIONAL EGRESSO
4.1
Atividade"
601,doc_601,"●
Desempenho de cargo e função técnica;
●
Ensino, "
602,doc_602,"●
Execução de instalação, montagem e reparo;
●
Ope"
603,doc_603,"serviços e outros;
●
modernização, otimização do f"
604,doc_604,"ensino; e
●
pesquisa científica e tecnológica.
O e"
605,doc_605,"13
exercer ação integradora, podendo ser considera"
606,doc_606,"dos problemas que se apresentem seja proativa, soc"
607,doc_607,"●Capacidade dialógica e de negociação.
●Capacidade"
608,doc_608,"●aplicar conhecimentos matemáticos, científicos, t"
609,doc_609,"●atuar em equipes multidisciplinares;
●compreender"
610,doc_610,"processos de interesse social, o engenheiro de Con"
611,doc_611,"●
Mineração
●
Aeronáutica
●
Automação Portuária
●
"
612,doc_612,Outros campos de atuação do engenheiro de controle
613,doc_613,"6.1
CONCEPÇÃO DO CURRÍCULO
Em consonância com o di"
614,doc_614,tecnológicas possuírem uma forte congruência em ap
615,doc_615,integram e desenvolvem os conhecimentos do curso a
616,doc_616,"●
Estatística
●
Fenômenos de Transporte
2. Formaçã"
617,doc_617,"●
Acionamentos Elétricos
●
Introdução à Robótica I"
618,doc_618,"●
Administração
●
Economia
●
Gestão de Projetos
●
"
619,doc_619,flexibilização curricular proposta pelas Diretrize
620,doc_620,subseção anterior que constituem uma base comum ao
621,doc_621,"orientações:
Mínimo de 540 horas-aula em Disciplin"
622,doc_622,"●
Processamento Digital de Sinais
●
Mecanismos
●
R"
623,doc_623,"Inteligência Artificial
●
Sistemas Digitais II
●
T"
624,doc_624,"●
Tecnologias para o Desenvolvimento Inclusivo
●
S"
625,doc_625,"●
306 h-a em disciplinas curriculares obrigatórias"
626,doc_626,As Atividades acadêmico-científico-culturais são c
627,doc_627,"integralização curricular.
As horas das atividades"
628,doc_628,de Controle e Automação. Através das atividades ac
629,doc_629,"formando.
São objetivos das atividades acadêmico-c"
630,doc_630,IV – Contribuir para a conscientização do acadêmic
631,doc_631,São consideradas atividades acadêmico-científico-c
632,doc_632,"unidade curricular na disciplina AACCs.
6.1.4 Arti"
633,doc_633,definidas de acordo com a Resolução nº 7 MEC/CNE/C
634,doc_634,aluno deverá cumprir ao longo do desenvolvimento d
635,doc_635,D. A criação de novas propostas de extensão em con
636,doc_636,externa à universidade. Tal processo comunicaciona
637,doc_637,"curriculares e grupos de estudantes, possibilitand"
638,doc_638,"extensão;
2 - participação dos estudantes em proje"
639,doc_639,"●
Automação da Manufatura;
●
Projeto Integrador;
●"
640,doc_640,"6.1.5 Ênfase em atividades práticas
Nos diversos c"
641,doc_641,"teórico correspondente, visando buscar a integraçã"
642,doc_642,engenheiro de controle e automação está fortemente
643,doc_643,de atividades acadêmico-científico-culturais (ver 
644,doc_644,O Projeto de Fim de Curso (PFC) está subdivido em:
645,doc_645,"disciplinas de projeto, buscando-se capacitar o al"
646,doc_646,"engenharia no contexto sociotécnico, e para desenv"
647,doc_647,setores econômico-produtivos e a comunidade em ger
648,doc_648,"●
Administração
●
Economia
●
Gestão de Projetos
●
"
649,doc_649,"profissionalizante, denso ao final dos estudos. No"
650,doc_650,profissionalizantes. Para melhorar o aprendizado n
651,doc_651,de Introdução à Engenharia de Controle e Automação
652,doc_652,fragmentação da formação através de um número elev
653,doc_653,matricular em mais do que seis disciplinas no mesm
654,doc_654,"23
6.3
Matriz Curricular
24
As tabelas abaixo desc"
655,doc_655,"C. H.
Aulas-
semana
Pré-requisito
T
P
E
CAC3100
In"
656,doc_656,"Código
Nome da disciplina
C. H.
Aulas-
semana
Pré-"
657,doc_657,"36
36
4
CAC3101 e
CAC3201
CAC7008
Ciência, Tecnolo"
658,doc_658,"6
MAT2401 e
MAT2211
CAC3402
Circuitos Elétricos
72"
659,doc_659,"72
 
4
CAC3402
CAC3503
Eletrônica Aplicada
72
36
6"
660,doc_660,"36
2
-
26
DET1814
Economia
36
 
2
-
CAC7009
Tecnol"
661,doc_661,"CAC3401
CAC3705
Automação da Manufatura
54
 
18
4
"
662,doc_662,"E
-
Disciplinas Optativas Especializadas
288
 
16
"
663,doc_663,"Curricular Obrigatório)
 
324
18
3276 HA
Total Fas"
664,doc_664,"Mecanismos
72
 
4
CEE6106 e
MAT2111 e
MAT2401
CAC3"
665,doc_665,"Código
Nome da disciplina
C. H.
Aulas-
semana
Pré-"
666,doc_666,"4
CAC3302
CAC8002
Inteligência Artificial
72
 
4
C"
667,doc_667,"72
 
4
CAC3602
CAC3004
Introdução ao Controle Pred"
668,doc_668,"7
29
DISCIPLINAS OPTATIVAS COMPLEMENTARES
Código
N"
669,doc_669,"72
 
4
 
DET1813
Microeconomia
36
 
2
MAT2301
Tota"
670,doc_670,"6.5
Composição
da
carga
horária
de
Atividades
Acad"
671,doc_671,"Acadêmico-Científico-Culturais (AACC).
6.6
Concepç"
672,doc_672,instrumentais de engenharia) e gerais construídos 
673,doc_673,"Trabalho de Conclusão de Curso, os temas serão def"
674,doc_674,"UFSC nas suas três áreas de atuação, a saber: cont"
675,doc_675,"acompanhamento
de
um
representante
da
comunidade
("
676,doc_676,técnicos e acompanhamento individualizado durante 
677,doc_677,"integralização curricular, tendo duração de 324 ho"
678,doc_678,a orientação de um professor do Curso e acompanham
679,doc_679,O responsável pela disciplina Projeto de Fim de Cu
680,doc_680,Um representante da comunidade (organização/empres
681,doc_681,"com ar-condicionado, projetor multimídia e sistema"
682,doc_682,"●
13 bancadas equipadas para realização de experim"
683,doc_683,"sinais, fonte regulável de tensão
●
13 kits de FPG"
684,doc_684,"●
13 kits de robôs LEGO Mindstorm;
●
almoxarifado "
685,doc_685,"●
almoxarifado de componentes eletrônicos;
8. Labo"
686,doc_686,"temperatura e pressão);
●
kits de sensores;
●
01 S"
687,doc_687,"●
4 multímetros;
●
1 impressora Ubox 3D;
10. Labor"
688,doc_688,"●
4 bancadas para computadores;
12. Oficina de Pro"
689,doc_689,"deficiência, devendo-se assegurar o sistema educac"
690,doc_690,participação social. Pessoa com mobilidade reduzid
691,doc_691,"Deficiência).
Para atender as pessoas com deficiên"
692,doc_692,adaptar às condições ambientais do espaço edificad
693,doc_693,de Telescópio (monóculo); lente de aumento (lupa);
694,doc_694,"da realização e revisão de provas, complementando "
695,doc_695,"espaços. Destaca-se a instalação de elevadores, es"
696,doc_696,"●
Mapas táteis com rota de fuga;
●
Troca das mesas"
697,doc_697,"●
Implantação de faixas táteis nas escadas;
●
Sina"
698,doc_698,"●
Sinalização da mesa acessível da biblioteca;
●
A"
699,doc_699,"de suas demandas. Na sequência, conforme a especif"
700,doc_700,estão em consonância com os planos de Gestão de Lo
701,doc_701,dos equívocos que frequentemente ocorrem na prátic
702,doc_702,No contexto do Curso de Engenharia de Controle e A
703,doc_703,desempenho dos alunos nos instrumentos de avaliaçã
704,doc_704,de conhecimento” e permitir repensar seu processo 
705,doc_705,as providências para os ajustes entre os objetivos
706,doc_706,revalidados nos planos de ensino dos professores. 
707,doc_707,em seus artigos: Art. 69 § 6º - O aproveitamento n
708,doc_708,"escolar
compreenderá
frequência
(mínima
de
75%)
e
"
709,doc_709,implantação do projeto de Curso de Engenharia de C
710,doc_710,indicados pelo Colegiado do Curso sendo o número d
711,doc_711,"avaliação do curso, resultados do ENADE e etc., of"
712,doc_712,contexto tecnológico e social. Palestras sobre o C
713,doc_713,"automatizadas e propor soluções, integradas ou não"
714,doc_714,"HOLTZAPPLE M. T., REECE W. D. INTRODUÇÃO À ENGENHA"
715,doc_715,"DE PROBLEMAS. 1ª edição Editora LTC, 2010.
Código:"
716,doc_716,"ISBN:8576050242
Boratti, Isaias C. e Oliveira, A. "
717,doc_717,"ANSI. Campus Editora, 1989. ISBN: 8570015860
De Sá"
718,doc_718,"Código: MAT2201- Cálculo I
41
Fase: 1ª (Primeira)
"
719,doc_719,"Bibliografia Básica:
ANTON, Howard; BIVENS, Irl; D"
720,doc_720,"Bookman, 2014, 2v.
APOSTOL, Tom M. Calculus. 2. ed"
721,doc_721,"42
Fase: 1ª (Primeira)
Carga Horária (Horas-aula):"
722,doc_722,"São Paulo: Hemus, 2004.
SILVA, Julio Cesar da. Des"
723,doc_723,"interpretação. São Paulo: Érica, 2010.
MICELI, Mar"
724,doc_724,"Carga Horária (Horas-aula): 72
Ementa:
Matrizes. D"
725,doc_725,"Pearson, Makron Books, 1987.
Bibliografia Compleme"
726,doc_726,"Makron Books, 1987.
WINTERLE, Paulo. Vetores e geo"
727,doc_727,"conjuntos, funções. v.1, São Paulo: Atual, 2013.
S"
728,doc_728,"VIEIRA, Felipe; ALEIXO, Rafael. Elementos de aritm"
729,doc_729,"Bookman, 2012.
BOLDRINI, José L. – Álgebra linear."
730,doc_730,"aplicações. Rio de Janeiro: LTC, 2018.
STRANG, Gil"
731,doc_731,Aritmética digital. Operações e circuitos. Contado
732,doc_732,"Bibliografia Complementar:
Frank Vahid, Digital De"
733,doc_733,"Fase: 2ª (Segunda)
Carga Horária (Horas-aula): 72
"
734,doc_734,"Ziviani, Nivio. Projeto De Algoritmos Com Implemen"
735,doc_735,"201314525.
Szwarfiter,
Jayme
Luiz and Lilian Marke"
736,doc_736,diferenciais ordinárias lineares homogêneas de ord
737,doc_737,"Bibliografia Complementar:
ANTON, Howard, BIVENS, "
738,doc_738,"Carga Horária (Horas-aula): 72
Ementa:
Grandezas f"
739,doc_739,"Addison Wesley, Pearson, 2009. Vol. 1.
49
NUSSENZV"
740,doc_740,"TIPLER, Paul A.; MOSCA, Gene. Física para cientist"
741,doc_741,"Código: CEE6109 - Física II
Fase: 2ª (Segunda)
Car"
742,doc_742,"Gravitação, Ondas, Termodinâmica. Vol. 2. 9a Ed. E"
743,doc_743,"CUTNELL, D. John; JOHNSON, W. Kenneth. Física. Vol"
744,doc_744,"Energia.
Bibliografia Básica:
NUSSENZVEIG, H. Moys"
745,doc_745,"Bibliografia Complementar:
YOUNG, Hugh D.; FREEDMA"
746,doc_746,"JEWETT, John W.; SERWAY, Raymond A. Física: para c"
747,doc_747,"Gravitação, Ondas, Termodinâmica. Vol. 2. 9a Ed. E"
748,doc_748,"FEYNMAN, Richard P. Lições de Física de Feynman: A"
749,doc_749,"Ementa:
Combustão,
Combustíveis
sólidos,
líquidos
"
750,doc_750,"Campus: Rio de Janeiro, 2003
Bibliografia Compleme"
751,doc_751,"Artliber: São Paulo, 2004
Código: CAC3302 - Microp"
752,doc_752,"ferramentas de análise, desenvolvimento e depuraçã"
753,doc_753,"programação. Editora Campus, Rio de Janeiro (1988)"
754,doc_754,"DIAS JUNIOR, Wilson Alonso. Microprocessadores 808"
755,doc_755,"Alegre: Bookman, 2014.
GONÇALVES, Mirian Buss; FLE"
756,doc_756,"Harbra, 1994.
SIMMONS, George Finlay. Cálculo com "
757,doc_757,"Janeiro.
Código: CAC6011 - Mecânica dos Sólidos
Fa"
758,doc_758,"Prentice Hall. 2010. ISBN 978-8576053736.
POPOV, E"
759,doc_759,"1994. ISBN 978-8580550467.
NASH, William A., and M"
760,doc_760,"978-8526808744.
Código: CEE6110 - Física III
Fase:"
761,doc_761,Biot-Savart. Lei de Ampére. Lei da indução de Fara
762,doc_762,"56
FREEDMAN,
Roger
A;
YOUNG,
Hugh
D;
SEARS & ZEMAN"
763,doc_763,"CUTNELL, D. John; JOHNSON, W. Kenneth. Física. Vol"
764,doc_764,"Bibliografia Básica:
HALLIDAY, David; RESNICK, Rob"
765,doc_765,"Ed. da UFSC, 2012.
VUOLO, J.H. Fundamentos da Teor"
766,doc_766,"Janeiro: Editora LTC, 2009. Vol 1.
ALONSO, Marcelo"
767,doc_767,tecnológico e riscos. Progresso técnico e marginal
768,doc_768,arranjos produtivos e demais setores da sociedade 
769,doc_769,"a Ciência e a Tecnologia, 2008.
Bibliografia Compl"
770,doc_770,afora. Trad. I. C. Benedetti. São Paulo: Ed. UNESP
771,doc_771,matemática de sistemas dinâmicos usando equações d
772,doc_772,"59
Bibliografia Complementar:
HAYKIN, Simon S; VAN"
773,doc_773,"DISCRETO DE SINAIS. 3 ed.:PEARSON BRASIL, 2013. IS"
774,doc_774,e de segunda ordem. Análise de circuitos monofásic
775,doc_775,"magnéticos.
Transformada de
Laplace aplicadas em c"
776,doc_776,"Bibliografia Complementar:
J.
A.
EDMINISTER e M. N"
777,doc_777,"JOHNSON, David E.; HILBURN, John L.; Fundamentos d"
778,doc_778,Funcionais e Texto Estruturado). Softwares de supe
779,doc_779,"ISBN: 8521615329
61
Bibliografia Complementar:
Sil"
780,doc_780,"Groover, Mikell P. Automaçao Industrial e Sistemas"
781,doc_781,Poisson. Modelos de Probabilidade para Variáveis 
782,doc_782,"Estatísica para
Engenheiros e Ciências. 8a Ed. Pea"
783,doc_783,"Ed. Nobel São
Paulo. 1978
STEVENSON, W. J., Estatí"
784,doc_784,"escoamentos, equações básicas da dinâmica dos flui"
785,doc_785,"FOX, Robert W.; MCDONALD, Alan T.; PRITCHARD, Phil"
786,doc_786,"9788580551273
ÇENGEL, Yunus A.; CIMBALA, John M. M"
787,doc_787,Código: CAC3501 - Modelagem e Simulação de Sistema
788,doc_788,"Fechada.
Estudo de métodos de integração numérica."
789,doc_789,"Edição - 2014
Bibliografia Complementar:
Felício, "
790,doc_790,"Edição - 2014
Esfandiari, R. S. – Numerical Method"
791,doc_791,"Bibliografia Básica:
CHAPMAN, S. J. Fundamentos de"
792,doc_792,"BARBI, Ivo. Eletrônica de potência. 7. ed. Flori"
793,doc_793,"Carga Horária (Horas-aula): 108
Ementa:
Introdução"
794,doc_794,"2007. ISBN: 8576050226
A. Malvino, Eletrônica - Vo"
795,doc_795,"Editora Cambridge, 1989. ISBN: 0521377099.
E. C. A"
796,doc_796,"Redes de Petri: definições, propriedades, análise,"
797,doc_797,"Bibliografia Básica:
66
CASSANDRAS, Christos G. LA"
798,doc_798,"MOARES, C. C. e CASTRUCCI, P. de L,
Engenharia de "
799,doc_799,"Aspectos
Arquiteturais,
modelo
de referência para
"
800,doc_800,"Visão geral dos produtos.
Bibliografia Básica:
Ste"
801,doc_801,"LUGLI,
Alexandre
Baratella;
SANTOS,
Max Mauro Dias"
802,doc_802,"Carga Horária (Horas-aula): 36
Ementa:
Escolas clá"
803,doc_803,"2008.
MUNIZ, Adir Jaime de Oliveira. Teoria Geral "
804,doc_804,"São Paulo: Atlas, 2009.
CHIAVENATO, Idalberto. Int"
805,doc_805,"indicadores fiscais, externos e sociais.
Bibliogra"
806,doc_806,"Campus, 2001. 326 p. ISBN 9788535228823.
ROSSETTI,"
807,doc_807,"social. Bookman, 2011
DORNBUSCH, R. e FISCHER, S. "
808,doc_808,fechada. Ferramentas para o estudo de estabilidade
809,doc_809,S e o plano Z. Ferramentas para projeto de Sistema
810,doc_810,"computador.
Bibliografia Básica:
FRANKLIN, Gene F."
811,doc_811,"UFRGS, 1ª edição, 2014.
70
DORF, Richard C., e BIS"
812,doc_812,"e
Princípios
Básicos;
Vantagens
e
Desvantagens
da
"
813,doc_813,"Dimensionamento
de
tubulações,
Dimensionamento
de
"
814,doc_814,análise de circuitos. 7Ed. Erica. 2011. ISBN 978-8
815,doc_815,"1 Ed. 2014. ISBN 8521621191.
BEATER, PETER. Pneuma"
816,doc_816,"partida de motores, chaves de partida eletrônicas,"
817,doc_817,"AMGH, 2014. xv, 708 p.
Bibliografia Complementar:
"
818,doc_818,"Global Education, 2013, 640p
72
Código: CAC7009 - "
819,doc_819,"Tecnologias
apropriadas,
tecnologias
alternativas
"
820,doc_820,"Bibliografia Básica:
ISAACSON,
Walter.
Os
inovador"
821,doc_821,"Janeiro, RJ: Zahar, 2010.
HARVEY, David. A condiçã"
822,doc_822,"C. Marques. 2ª ed. Rio de Janeiro: Editora Record,"
823,doc_823,"científicos.
Bibliografia Básica:
SEVERINO, Antoni"
824,doc_824,"iniciação à pesquisa. 26. ed. Petrópolis: Vozes, 2"
825,doc_825,"2014. 263 p.
GIL, Antonio Carlos. Como elaborar pr"
826,doc_826,Gramática básica. Internalização de vocabulário bá
827,doc_827,"UFSC: 2016.
Bibliografia Complementar:
CAPOVILLA, "
